song_id,album_id,artist_id,genre_id,parent_genre_id,gp_genre_id
97,13229,8024,0,0,0
98,11281,1269,0,0,0
99,15806,5535,0,0,0
100,3467,2461,0,0,0
101,2615,557,0,0,0
102,10260,7261,0,0,0
103,4510,473,0,0,0
104,5031,2638,0,0,0
105,2724,2250,0,0,0
106,8154,852,0,0,0
107,5074,2868,0,0,0
108,17819,4830,0,0,0
109,14416,6262,114,114,114
110,10492,242,0,0,0
111,9739,5353,134,134,134
112,10013,7580,0,0,0
113,3261,3305,134,134,134
114,15111,7780,0,0,0
115,15218,1360,0,0,0
116,18449,3365,0,0,0
117,4520,4117,0,0,0
118,17830,69,0,0,0
119,15262,3963,0,0,0
120,16470,6913,0,0,0
121,5704,2379,0,0,0
122,232,8798,0,0,0
123,5193,7621,0,0,0
124,12548,167,0,0,0
125,13159,8434,0,0,0
126,7964,2528,0,0,0
127,15807,6062,0,0,0
128,15188,2022,134,134,134
129,1088,1804,0,0,0
130,3360,8148,0,0,0
131,622,5229,0,0,0
132,11293,3952,0,0,0
133,20480,569,0,0,0
134,15880,4303,0,0,0
135,3960,1550,0,0,0
136,14905,6856,0,0,0
137,9509,2369,0,0,0
138,12997,369,0,0,0
139,1700,2567,65,65,65
140,10166,7338,0,0,0
141,11335,7764,0,0,0
142,4913,2268,0,0,0
143,4398,962,0,0,0
144,16482,4716,0,0,0
145,10032,6585,0,0,0
146,16967,1161,0,0,0
147,16726,717,0,0,0
148,13312,6853,0,0,0
149,8472,1257,0,0,0
150,16393,444,0,0,0
151,465,705,0,0,0
152,14536,7307,0,0,0
153,4264,7634,0,0,0
154,14881,2398,0,0,0
155,12051,8021,134,134,134
156,15850,4083,0,0,0
157,2210,6019,114,114,114
158,14578,3648,0,0,0
159,10201,3071,0,0,0
160,4007,6930,0,0,0
161,1097,5910,0,0,0
162,5916,8761,54,54,54
163,15614,3546,114,114,114
164,16749,2890,0,0,0
165,13257,8760,0,0,0
166,5303,7231,0,0,0
167,17745,1471,0,0,0
168,785,1853,0,0,0
169,2831,1655,0,0,0
170,15525,2415,106,106,106
171,4888,3842,0,0,0
172,13584,5761,0,0,0
173,1146,1772,114,114,114
174,18034,6809,0,0,0
175,14465,8151,0,0,0
176,18713,2273,134,134,134
177,13328,2571,0,0,0
178,5972,3190,0,0,0
179,14005,656,0,0,0
180,10952,3984,0,0,0
181,7851,2860,0,0,0
182,10468,7490,0,0,0
183,2144,3706,134,134,134
184,10063,8801,0,0,0
185,12449,8555,0,0,0
186,17146,1579,0,0,0
187,3782,5410,0,0,0
188,11266,6421,0,0,0
189,11782,634,0,0,0
190,3438,9317,0,0,0
191,20345,2535,0,0,0
192,9834,5574,106,106,106
193,18207,3524,0,0,0
194,17964,7536,0,0,0
195,14037,7157,0,0,0
196,9950,8798,0,0,0
197,3218,3677,134,134,134
198,5182,4589,0,0,0
199,6927,5365,0,0,0
200,6024,8213,0,0,0
201,13913,2546,0,0,0
202,17320,7066,0,0,0
203,348,9212,0,0,0
204,11646,7619,0,0,0
205,8405,3586,0,0,0
206,19851,1094,0,0,0
207,346,360,0,0,0
208,17380,3768,0,0,0
209,7060,3494,0,0,0
210,17734,7943,0,0,0
211,6472,4828,106,106,106
212,2210,6019,114,114,114
213,7131,7143,0,0,0
214,14295,7088,0,0,0
215,7892,3712,0,0,0
216,17872,27,0,0,0
217,722,9146,0,0,0
218,12096,2667,0,0,0
219,6414,3758,0,0,0
220,6439,6832,0,0,0
221,10714,5983,0,0,0
222,11394,7825,0,0,0
223,7830,3075,0,0,0
224,5407,5113,35,35,35
225,18334,2236,0,0,0
226,11685,43,0,0,0
227,12791,9414,0,0,0
228,13191,676,0,0,0
229,2357,404,106,106,106
230,2903,5801,0,0,0
231,6769,862,0,0,0
232,1216,3109,0,0,0
233,5168,7779,0,0,0
234,2601,571,0,0,0
235,1801,399,0,0,0
236,5719,4673,0,0,0
237,13728,1422,134,134,134
238,15986,7066,0,0,0
239,4292,4250,0,0,0
240,1409,9247,0,0,0
241,16299,6983,0,0,0
242,16465,6782,0,0,0
243,16455,3814,0,0,0
244,5533,3076,106,106,106
245,159,2722,0,0,0
246,9889,7062,0,0,0
247,3750,2970,0,0,0
248,12420,8879,114,114,114
249,14192,5633,0,0,0
250,10657,8472,27,27,27
251,18860,8441,0,0,0
252,6415,7611,0,0,0
253,6705,755,0,0,0
254,3539,5511,114,114,114
255,13990,1499,0,0,0
256,7731,7319,0,0,0
257,12164,7868,0,0,0
258,7309,4200,0,0,0
259,16862,6902,0,0,0
260,18118,4942,0,0,0
261,6678,5658,0,0,0
262,8774,8174,0,0,0
263,9690,5231,0,0,0
264,5372,7945,0,0,0
265,9803,6026,0,0,0
266,2406,2450,0,0,0
267,20090,1465,0,0,0
268,87,6873,0,0,0
269,8520,31,0,0,0
270,9881,122,0,0,0
271,16061,4524,0,0,0
272,11826,7728,0,0,0
273,20452,2988,0,0,0
274,10514,8370,0,0,0
275,10354,783,0,0,0
276,9416,2361,0,0,0
277,12430,6351,0,0,0
278,13477,4692,0,0,0
279,10641,8300,0,0,0
280,18248,3813,0,0,0
281,1442,489,0,0,0
282,13362,2965,0,0,0
283,13115,251,0,0,0
284,19621,3428,0,0,0
285,9716,5095,123,123,123
286,12448,8363,0,0,0
287,16078,8798,0,0,0
288,10676,5753,35,35,35
289,8053,8187,0,0,0
290,19062,8422,0,0,0
291,16549,3907,0,0,0
292,6467,8569,0,0,0
293,6732,8301,0,0,0
294,18745,924,0,0,0
295,17956,647,0,0,0
296,19302,5955,0,0,0
297,7695,660,0,0,0
298,3696,5025,0,0,0
299,11757,4700,0,0,0
300,12689,9264,0,0,0
301,2289,5204,0,0,0
302,749,1480,0,0,0
303,10404,6920,0,0,0
304,3299,1028,0,0,0
305,19047,6801,0,0,0
306,3053,4059,0,0,0
307,3529,3229,35,35,35
308,7017,5511,0,0,0
309,5135,1974,0,0,0
310,7346,6099,0,0,0
311,12466,2988,0,0,0
312,19782,8715,134,134,134
313,13957,8164,188,187,187
314,16112,473,0,0,0
315,10193,3158,0,0,0
316,20492,3536,0,0,0
317,16361,4944,0,0,0
318,5266,6873,0,0,0
319,19977,9142,0,0,0
320,5713,6898,0,0,0
321,16401,8888,106,106,106
322,1488,2546,0,0,0
323,3286,4624,0,0,0
324,19318,9088,0,0,0
325,9572,43,0,0,0
326,18819,2226,0,0,0
327,14349,6494,0,0,0
328,5692,8769,0,0,0
329,1837,5537,0,0,0
330,3040,150,0,0,0
331,17902,9118,0,0,0
332,15507,2498,0,0,0
333,15161,495,0,0,0
334,18257,4827,0,0,0
335,19336,536,0,0,0
336,15316,4588,0,0,0
337,16456,2753,0,0,0
338,533,7034,0,0,0
339,4679,1682,0,0,0
340,14792,8301,134,134,134
341,14746,3142,0,0,0
342,16117,7188,88,88,88
343,14346,4569,0,0,0
344,11692,4537,0,0,0
345,18548,4162,0,0,0
346,7437,8121,134,134,134
347,12509,6898,0,0,0
348,2406,2450,0,0,0
349,15447,3704,0,0,0
350,72,6448,0,0,0
351,10175,4188,0,0,0
352,2280,2999,106,106,106
353,9608,7923,114,114,114
354,15108,255,114,114,114
355,6057,4286,0,0,0
356,16626,5820,0,0,0
357,3566,6769,0,0,0
358,16712,7088,0,0,0
359,18238,3174,0,0,0
360,20060,7347,0,0,0
361,14070,3372,0,0,0
362,17746,3274,0,0,0
363,1891,2093,0,0,0
364,12225,1229,134,134,134
365,9571,5257,0,0,0
366,3561,8645,0,0,0
367,4730,3524,0,0,0
368,14054,3372,0,0,0
369,7078,5475,134,134,134
370,8880,6640,0,0,0
371,13496,3055,0,0,0
372,7422,5205,0,0,0
373,6971,6870,0,0,0
374,7131,7143,0,0,0
375,2415,8184,0,0,0
376,2206,6099,0,0,0
377,12974,8761,0,0,0
378,14148,1088,0,0,0
379,5752,3195,0,0,0
380,2843,6898,0,0,0
381,3941,8443,0,0,0
382,4848,3952,0,0,0
383,2742,3987,0,0,0
384,5880,6370,115,114,114
385,13793,5365,0,0,0
386,7938,1455,0,0,0
387,15333,389,0,0,0
388,14802,9315,0,0,0
389,5415,507,0,0,0
390,9894,890,0,0,0
391,14814,2989,0,0,0
392,5843,7367,0,0,0
393,18489,1842,0,0,0
394,15062,2067,0,0,0
395,9215,8667,0,0,0
396,4790,2775,0,0,0
397,9568,3910,0,0,0
398,14057,3101,0,0,0
399,8828,1692,0,0,0
400,19863,7024,0,0,0
401,3059,5919,0,0,0
402,5417,460,0,0,0
403,14634,3564,0,0,0
404,8355,1972,114,114,114
405,3399,3058,0,0,0
406,15234,7570,0,0,0
407,18708,6913,106,106,106
408,10244,1715,0,0,0
409,15157,6926,0,0,0
410,4750,1842,0,0,0
411,832,566,0,0,0
412,7177,4926,27,27,27
413,7920,8213,0,0,0
414,11161,3998,0,0,0
415,561,9171,0,0,0
416,4632,8592,0,0,0
417,16617,1375,0,0,0
418,18494,3428,0,0,0
419,18489,1842,0,0,0
420,19257,924,0,0,0
421,8994,6468,0,0,0
422,1556,507,0,0,0
423,5009,4766,0,0,0
424,4813,651,0,0,0
425,8887,7350,0,0,0
426,5676,6468,0,0,0
427,8659,8879,114,114,114
428,20221,5229,134,134,134
429,16286,7389,0,0,0
430,137,2471,0,0,0
431,9326,1765,106,106,106
432,16314,4188,0,0,0
433,154,5869,0,0,0
434,10522,6361,114,114,114
435,3059,5919,0,0,0
436,5734,2860,0,0,0
437,7327,4599,35,35,35
438,12877,3639,0,0,0
439,19573,250,0,0,0
440,11606,2854,0,0,0
441,2657,2384,0,0,0
442,12543,1901,0,0,0
443,1010,2546,0,0,0
444,5739,7656,0,0,0
445,11305,3899,0,0,0
446,12681,362,0,0,0
447,1692,3369,0,0,0
448,12917,2640,106,106,106
449,1230,8034,114,114,114
450,19347,3076,106,106,106
451,12358,1548,0,0,0
452,16751,4095,0,0,0
453,7694,874,0,0,0
454,19574,5355,0,0,0
455,19366,1502,0,0,0
456,7622,3592,0,0,0
457,20331,8748,0,0,0
458,13523,3210,134,134,134
459,14903,1983,0,0,0
460,14001,8883,0,0,0
461,3949,9101,0,0,0
462,5558,7621,0,0,0
463,16492,2923,0,0,0
464,203,2999,0,0,0
465,9011,2640,106,106,106
466,7667,106,0,0,0
467,17616,4966,0,0,0
468,9462,1347,0,0,0
469,13219,6625,0,0,0
470,6402,5439,0,0,0
471,8413,7634,0,0,0
472,2012,6951,0,0,0
473,2432,2711,0,0,0
474,14047,9054,0,0,0
475,19553,8815,0,0,0
476,5503,862,0,0,0
477,13799,1163,0,0,0
478,7017,5511,0,0,0
479,15211,7706,0,0,0
480,2375,9252,0,0,0
481,11959,2577,0,0,0
482,16548,647,0,0,0
483,5269,8058,0,0,0
484,4520,4117,0,0,0
485,10470,3586,0,0,0
486,11491,2220,0,0,0
487,14626,950,0,0,0
488,16226,218,0,0,0
489,14076,5767,0,0,0
490,13657,7720,0,0,0
491,7798,2929,0,0,0
492,7367,5797,0,0,0
493,10370,8435,47,47,47
494,12892,3449,0,0,0
495,4012,8668,134,134,134
496,16,4530,0,0,0
497,11555,6805,0,0,0
498,1016,1335,0,0,0
499,17380,3768,0,0,0
500,16681,7634,106,106,106
501,18795,6262,0,0,0
502,8887,7350,0,0,0
503,9122,7272,0,0,0
504,15138,8720,0,0,0
505,12591,5511,0,0,0
506,17800,5893,0,0,0
507,3347,6025,0,0,0
508,12682,3888,0,0,0
509,6147,6176,0,0,0
510,17844,3298,0,0,0
511,6558,480,0,0,0
512,1700,2567,65,65,65
513,12659,6328,0,0,0
514,18953,3492,0,0,0
515,7439,4408,0,0,0
516,2534,8078,0,0,0
517,20417,7297,0,0,0
518,6882,5256,0,0,0
519,18292,8638,0,0,0
520,14528,3027,0,0,0
521,4585,1153,0,0,0
522,9177,735,0,0,0
523,61,6916,0,0,0
524,17540,8389,0,0,0
525,16577,1450,0,0,0
526,11330,8345,0,0,0
527,14657,2862,134,134,134
528,12444,6200,0,0,0
529,7,7615,0,0,0
530,18430,7362,0,0,0
531,9589,9396,0,0,0
532,19366,1502,0,0,0
533,19736,6631,54,54,54
534,11562,7240,0,0,0
535,16160,5299,0,0,0
536,18038,8453,0,0,0
537,18644,9200,0,0,0
538,7207,1107,0,0,0
539,2455,8544,54,54,54
540,10878,8314,0,0,0
541,6900,5007,0,0,0
542,15944,141,0,0,0
543,4021,5881,0,0,0
544,15490,4931,0,0,0
545,1786,3952,0,0,0
546,75,2171,0,0,0
547,19412,3137,0,0,0
548,1427,152,0,0,0
549,434,233,0,0,0
550,11872,5853,0,0,0
551,9352,4124,0,0,0
552,18966,4453,0,0,0
553,17956,647,0,0,0
554,8305,3282,0,0,0
555,5086,6541,0,0,0
556,7041,9193,0,0,0
557,9201,6272,0,0,0
558,9283,5864,134,134,134
559,17207,7859,0,0,0
560,12111,7088,0,0,0
561,13935,3474,0,0,0
562,19249,7996,0,0,0
563,11841,8118,0,0,0
564,16730,9222,0,0,0
565,8420,1447,0,0,0
566,1448,7960,0,0,0
567,9622,4155,0,0,0
568,11771,1929,0,0,0
569,18304,2795,0,0,0
570,15103,7676,0,0,0
571,16242,6128,114,114,114
572,8960,2907,0,0,0
573,7836,5719,0,0,0
574,9524,1053,134,134,134
575,4642,7459,0,0,0
576,4823,3255,0,0,0
577,252,5963,0,0,0
578,970,5699,0,0,0
579,12961,5016,0,0,0
580,1282,5045,0,0,0
581,7654,3122,0,0,0
582,6723,8021,0,0,0
583,12506,2909,0,0,0
584,14522,7634,106,106,106
585,5792,4624,0,0,0
586,15051,6252,0,0,0
587,6811,4459,0,0,0
588,6992,8078,0,0,0
589,10812,5684,0,0,0
590,19102,1926,0,0,0
591,12812,3101,0,0,0
592,3479,6820,47,47,47
593,2546,6918,134,134,134
594,19048,7899,0,0,0
595,20058,8301,134,134,134
596,17364,6965,0,0,0
597,7792,7372,0,0,0
598,10682,7188,0,0,0
599,13490,8377,0,0,0
600,4778,1242,0,0,0
601,9351,5231,0,0,0
602,3950,4444,0,0,0
603,18968,9146,0,0,0
604,16675,902,0,0,0
605,11949,179,0,0,0
606,2918,1109,0,0,0
607,12475,5282,0,0,0
608,627,4261,0,0,0
609,14147,4789,0,0,0
610,15447,3704,0,0,0
611,18712,2020,135,134,134
612,7640,2220,0,0,0
613,608,3811,0,0,0
614,207,4554,0,0,0
615,2797,3611,0,0,0
616,10588,7465,0,0,0
617,7035,1782,0,0,0
618,11744,8308,0,0,0
619,2541,9356,0,0,0
620,12449,8555,0,0,0
621,10609,7578,0,0,0
622,11983,5869,0,0,0
623,11362,3058,0,0,0
624,17046,5035,0,0,0
625,11423,1156,134,134,134
626,4184,6961,0,0,0
627,12036,4720,0,0,0
628,17187,2389,0,0,0
629,5197,4082,0,0,0
630,9331,3575,0,0,0
631,11173,6211,0,0,0
632,20052,2840,0,0,0
633,19108,2171,0,0,0
634,9512,9266,0,0,0
635,13603,4988,0,0,0
636,19851,1094,0,0,0
637,17586,3708,0,0,0
638,6283,928,0,0,0
639,785,1853,0,0,0
640,17481,6082,0,0,0
641,7575,176,0,0,0
642,20356,7900,0,0,0
643,2174,1340,0,0,0
644,14393,9126,134,134,134
645,11285,1823,0,0,0
646,9169,4781,54,54,54
647,18130,7762,0,0,0
648,3314,7935,0,0,0
649,1992,9194,0,0,0
650,3098,6554,0,0,0
651,10892,5264,0,0,0
652,19646,2440,0,0,0
653,4754,7031,0,0,0
654,5468,3802,0,0,0
655,12217,885,0,0,0
656,14711,9093,0,0,0
657,19669,8510,0,0,0
658,7832,7050,0,0,0
659,2542,3623,0,0,0
660,18334,2236,0,0,0
661,10211,2840,0,0,0
662,9108,5365,0,0,0
663,5929,444,0,0,0
664,18898,4249,0,0,0
665,13312,6853,0,0,0
666,18219,9317,0,0,0
667,4626,6262,114,114,114
668,18283,1695,0,0,0
669,4446,7199,0,0,0
670,6877,3275,0,0,0
671,19297,8872,0,0,0
672,3833,6099,0,0,0
673,17109,8576,0,0,0
674,6701,3373,106,106,106
675,14110,8081,0,0,0
676,18442,4625,0,0,0
677,3217,3440,0,0,0
678,14394,2129,0,0,0
679,5585,8560,65,65,65
680,8935,4716,0,0,0
681,12795,6616,0,0,0
682,15385,7041,106,106,106
683,11372,7923,114,114,114
684,16985,4748,0,0,0
685,9108,5365,0,0,0
686,1246,3962,0,0,0
687,15814,684,0,0,0
688,4339,7216,0,0,0
689,1502,9302,0,0,0
690,19182,7227,134,134,134
691,9535,2546,0,0,0
692,12304,418,0,0,0
693,10160,7927,0,0,0
694,4233,4815,0,0,0
695,19434,9088,107,106,106
696,14648,2904,0,0,0
697,1061,2939,0,0,0
698,14249,8081,0,0,0
699,13998,8457,0,0,0
700,4228,688,0,0,0
701,17014,5052,106,106,106
702,13923,2486,0,0,0
703,5704,2379,0,0,0
704,13678,2818,0,0,0
705,9714,2273,0,0,0
706,999,4061,0,0,0
707,9235,9093,0,0,0
708,6818,2949,0,0,0
709,10167,4777,0,0,0
710,197,623,0,0,0
711,8484,3575,0,0,0
712,11625,3990,148,134,134
713,2555,5441,0,0,0
714,8196,8473,0,0,0
715,3392,780,0,0,0
716,16654,2498,0,0,0
717,20460,7075,0,0,0
718,5474,1026,0,0,0
719,6159,6766,0,0,0
720,13512,3951,0,0,0
721,13568,1828,0,0,0
722,20515,7762,0,0,0
723,17323,7634,0,0,0
724,14102,6781,0,0,0
725,6626,6832,0,0,0
726,5862,1534,0,0,0
727,3966,1360,84,74,74
728,3930,7511,0,0,0
729,10649,6015,0,0,0
730,7518,7107,159,134,134
731,17124,7105,0,0,0
732,19139,1926,0,0,0
733,20124,7109,0,0,0
734,1202,422,0,0,0
735,10454,3988,0,0,0
736,15143,2988,0,0,0
737,20261,4560,0,0,0
738,6818,3872,0,0,0
739,5845,29,0,0,0
740,232,8798,0,0,0
741,15926,7634,0,0,0
742,4834,6090,0,0,0
743,19887,7632,114,114,114
744,18164,3176,0,0,0
745,18872,3982,0,0,0
746,11266,6421,0,0,0
747,13612,5511,0,0,0
748,14865,273,0,0,0
749,16296,33,0,0,0
750,17675,6996,0,0,0
751,568,802,0,0,0
752,6879,2171,0,0,0
753,19006,5511,0,0,0
754,11107,7632,0,0,0
755,408,1441,0,0,0
756,14644,1597,0,0,0
757,14524,1042,134,134,134
758,8330,3371,0,0,0
759,12558,3981,0,0,0
760,5426,7234,0,0,0
761,13401,3692,0,0,0
762,14733,2284,0,0,0
763,7295,526,0,0,0
764,4747,9200,0,0,0
765,13816,5834,0,0,0
766,16548,647,0,0,0
767,6095,2459,134,134,134
768,9144,2444,134,134,134
769,9331,3575,0,0,0
770,10457,8798,35,35,35
771,8438,4769,0,0,0
772,14919,5443,0,0,0
773,12633,4789,106,106,106
774,8356,9098,0,0,0
775,17260,3586,0,0,0
776,20492,3536,0,0,0
777,2065,7169,0,0,0
778,2183,1456,0,0,0
779,7566,3778,114,114,114
780,3445,3725,0,0,0
781,18987,1752,0,0,0
782,7542,6104,0,0,0
783,19096,579,0,0,0
784,9470,7609,0,0,0
785,20022,6390,0,0,0
786,8189,1388,0,0,0
787,3699,5864,134,134,134
788,7750,3332,0,0,0
789,13901,535,149,148,134
790,6593,2599,1,1,1
791,3368,5874,0,0,0
792,18665,2153,0,0,0
793,3415,5016,0,0,0
794,15677,2389,106,106,106
795,11419,4720,0,0,0
796,6527,2089,0,0,0
797,19003,5501,0,0,0
798,7887,1429,0,0,0
799,15902,2546,0,0,0
800,2615,557,0,0,0
801,7577,7366,54,54,54
802,8401,6873,0,0,0
803,14958,3138,0,0,0
804,5179,39,0,0,0
805,3695,6311,0,0,0
806,10676,5753,35,35,35
807,13484,8788,0,0,0
808,15742,7101,0,0,0
809,7281,3641,0,0,0
810,8754,6534,0,0,0
811,3167,2722,0,0,0
812,9916,5983,134,134,134
813,2714,5663,0,0,0
814,19886,1547,0,0,0
815,15274,868,0,0,0
816,14853,7075,0,0,0
817,6471,5113,0,0,0
818,17652,429,0,0,0
819,19218,5706,0,0,0
820,15887,7,0,0,0
821,4992,8154,0,0,0
822,12685,7848,35,35,35
823,456,6521,0,0,0
824,9829,4823,0,0,0
825,15990,77,54,54,54
826,5254,7790,0,0,0
827,17886,4453,0,0,0
828,15320,6099,0,0,0
829,16899,447,0,0,0
830,8984,1799,0,0,0
831,11581,2152,0,0,0
832,12270,6943,0,0,0
833,3045,5225,0,0,0
834,2114,5499,0,0,0
835,3653,2097,0,0,0
836,16278,6099,0,0,0
837,4750,1842,0,0,0
838,202,69,134,134,134
839,10322,898,35,35,35
840,11880,5890,0,0,0
841,19247,7994,106,106,106
842,18844,2384,0,0,0
843,6763,5410,0,0,0
844,14470,3711,0,0,0
845,13434,956,0,0,0
846,6291,4998,166,134,134
847,14164,2505,0,0,0
848,17325,241,0,0,0
849,1411,4203,134,134,134
850,4181,43,0,0,0
851,5817,8804,0,0,0
852,11869,3375,0,0,0
853,13250,152,0,0,0
854,18654,885,0,0,0
855,15474,4931,0,0,0
856,13752,3691,0,0,0
857,17676,3081,0,0,0
858,13225,4921,0,0,0
859,5846,3458,0,0,0
860,17861,2860,0,0,0
861,6148,4524,0,0,0
862,3790,352,0,0,0
863,9579,4351,0,0,0
864,19839,6930,0,0,0
865,16752,5936,0,0,0
866,6240,6210,0,0,0
867,2964,5530,0,0,0
868,15842,7578,0,0,0
869,18807,3835,84,74,74
870,15447,3704,0,0,0
871,8752,1722,0,0,0
872,8504,5052,0,0,0
873,8245,3793,0,0,0
874,10558,598,0,0,0
875,17174,8171,0,0,0
876,5002,6751,0,0,0
877,7541,7146,0,0,0
878,15276,2020,135,134,134
879,12282,1734,0,0,0
880,8812,1486,0,0,0
881,698,5113,0,0,0
882,7067,2020,135,134,134
883,15339,2379,0,0,0
884,17410,4095,0,0,0
885,3200,5737,0,0,0
886,3186,2384,0,0,0
887,8092,4453,0,0,0
888,11872,5853,0,0,0
889,16754,6904,54,54,54
890,13608,7927,0,0,0
891,10180,4385,0,0,0
892,10061,6328,0,0,0
893,15878,1476,0,0,0
894,11647,6002,0,0,0
895,347,4061,0,0,0
896,2580,563,0,0,0
897,3579,5879,0,0,0
898,13553,9317,0,0,0
899,10664,1896,0,0,0
900,10560,5016,0,0,0
901,2081,3994,0,0,0
902,14872,6091,0,0,0
903,1243,3292,0,0,0
904,9435,4484,0,0,0
905,16475,7088,0,0,0
906,9603,9433,0,0,0
907,6033,3172,0,0,0
908,1162,3625,0,0,0
909,12325,7868,0,0,0
910,7700,9207,0,0,0
911,3654,2927,0,0,0
912,9403,5177,0,0,0
913,7640,2220,0,0,0
914,8779,1582,0,0,0
915,11448,5777,0,0,0
916,19941,7259,0,0,0
917,4100,717,35,35,35
918,18170,5464,0,0,0
919,17953,3827,0,0,0
920,13717,6121,0,0,0
921,1949,1933,0,0,0
922,10479,5869,0,0,0
923,16528,2609,0,0,0
924,16387,3733,134,134,134
925,7004,418,0,0,0
926,7599,7960,0,0,0
927,16233,4500,0,0,0
928,16565,2183,134,134,134
929,15542,7362,0,0,0
930,16776,3070,192,192,192
931,12679,5526,0,0,0
932,14257,4016,0,0,0
933,18975,1765,0,0,0
934,20156,6793,0,0,0
935,2651,8560,65,65,65
936,8497,464,0,0,0
937,2971,4720,0,0,0
938,10316,5227,114,114,114
939,15638,7234,0,0,0
940,3541,78,0,0,0
941,12340,4632,0,0,0
942,20022,6390,0,0,0
943,6633,4643,0,0,0
944,19476,5065,0,0,0
945,3731,1695,0,0,0
946,647,5009,0,0,0
947,8756,380,0,0,0
948,8169,1883,0,0,0
949,1255,1480,0,0,0
950,5383,7847,0,0,0
951,16182,1243,0,0,0
952,20407,8301,134,134,134
953,18419,4030,114,114,114
954,13406,8780,0,0,0
955,7172,6857,134,134,134
956,9348,7768,0,0,0
957,13579,7317,65,65,65
958,556,4265,0,0,0
959,16424,6802,0,0,0
960,11804,4207,0,0,0
961,17103,6782,0,0,0
962,4736,4207,0,0,0
963,18657,8601,0,0,0
964,6404,3305,0,0,0
965,3439,1107,0,0,0
966,6280,7756,0,0,0
967,15444,7364,0,0,0
968,16469,7678,0,0,0
969,10861,9197,54,54,54
970,12386,5498,0,0,0
971,6628,4876,0,0,0
972,13554,7050,0,0,0
973,3070,1339,0,0,0
974,3922,3982,0,0,0
975,17408,7325,0,0,0
976,2667,1465,0,0,0
977,5205,14,0,0,0
978,10761,4637,0,0,0
979,19120,5429,0,0,0
980,19293,1715,106,106,106
981,14219,5035,106,106,106
982,16754,6904,54,54,54
983,3299,2681,0,0,0
984,17856,2236,0,0,0
985,16548,647,0,0,0
986,2226,6275,0,0,0
987,11379,3071,0,0,0
988,18053,6154,0,0,0
989,4967,6868,0,0,0
990,15448,4803,0,0,0
991,5021,2253,0,0,0
992,16589,276,0,0,0
993,4375,896,0,0,0
994,5899,4791,47,47,47
995,10019,8052,0,0,0
996,15557,8056,0,0,0
997,5322,6679,0,0,0
998,12957,4664,0,0,0
999,3617,4688,0,0,0
1000,12448,4962,0,0,0
1001,12224,2483,0,0,0
1002,8766,3450,0,0,0
1003,8110,5357,0,0,0
1004,8899,2221,0,0,0
1005,17692,2034,0,0,0
